0.500000, 0.376019
0.503068, 0.499002
0.503068, 0.499001
0.502411, 0.480160
0.502045, 0.488897
0.501036, 0.513169
0.498449, 0.672454
0.500203, 0.644318
0.502081, 0.614208
0.502081, 0.614209
0.502105, 0.564265
0.502087, 0.496779
0.502085, 0.473398
0.502078, 0.441811
0.502094, 0.496185
0.461824, 0.454341
0.542616, 0.454340
0.502130, 0.477971
0.502132, 0.477253
0.552020, 0.676871
0.656284, 0.713408
0.792273, 0.679444
0.792273, 0.679443
0.792273, 0.679443
0.898494, 0.523341
0.948194, 0.431688
0.953499, 0.417863
0.952867, 0.408465
0.936433, 0.405001
0.939964, 0.387151
0.938903, 0.378285
0.947766, 0.470684
0.953586, 0.458682
0.953168, 0.453291
0.942163, 0.508727
0.949577, 0.502939
0.950676, 0.500271
0.905524, 0.483548
0.904210, 0.423525
0.902054, 0.390747
0.847190, 0.598736
0.656283, 0.713407
0.729109, 0.695221
0.448002, 0.676871
0.343697, 0.713487
0.343697, 0.713487
0.270684, 0.695096
0.207345, 0.679145
0.207345, 0.679145
0.207345, 0.679145
0.100835, 0.522920
0.051296, 0.437325
0.043839, 0.417992
0.044456, 0.408044
0.052346, 0.471149
0.045165, 0.456482
0.045634, 0.449964
0.096490, 0.462810
0.098403, 0.372836
0.099867, 0.349998
0.057974, 0.402235
0.054184, 0.383094
0.055268, 0.374020
0.053262, 0.497347
0.046195, 0.491903
0.044710, 0.488359
0.152283, 0.598382
0.422180, 0.429322
0.422052, 0.400305
0.578949, 0.430187
0.579141, 0.401139
0.554345, 0.518720
0.579403, 0.451848
0.577930, 0.452297
0.600915, 0.318254
0.600918, 0.318255
0.616832, 0.322409
0.610767, 0.309082
0.604256, 0.296184
0.595509, 0.290891
0.583436, 0.287919
0.579403, 0.451848
0.579403, 0.451848
0.578610, 0.452090
0.554345, 0.518720
0.568124, 0.481950
0.445662, 0.518721
0.445662, 0.518721
0.420634, 0.451898
0.422062, 0.452281
0.399095, 0.318190
0.383912, 0.322138
0.415778, 0.289265
0.404261, 0.292094
0.395916, 0.297134
0.389702, 0.309432
0.399096, 0.318188
0.420634, 0.451898
0.420634, 0.451898
0.421403, 0.452102
0.431902, 0.481979
0.500000, 0.376019
0.422062, 0.452281
0.577930, 0.452297
0.500000, 0.376019
0.100836, 0.522919
0.100835, 0.522919
0.898494, 0.523340
